Название,Цена,Адрес,Дата публикации,Продавец,Тип продавца,ID объявления,Количество комнат,Общая площадь,Жилая площадь,Площадь кухни,Этаж,Этажей в доме,Высота потолков,Санузел,Балкон или лоджия,Окна,Ремонт,Тёплый пол,Мебель,Техника,Отделка,Тип дома,Год постройки,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Название новостройки,"Корпус, строение",Вид сделки,Способ продажи,Тип участия,Срок сдачи,Дополнительно,Геолокация,Ссылка
"4-к. квартира, 111,4 м², 18/19 эт.",36500000,"Москва, Волоколамское ш., 95/2к3",28 апреля 13:30,ЧестнокофЪ,ЧестнокофЪ,7265429157,4,4,,20 м²,18,19,3 м,совмещенный,,на улицу,косметический,,,,дизайнерский ремонт,монолитный,2022,1,1,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе, за шлагбаумом во дворе",Сити Бей,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.40288400,55.82987600",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1114_m_1819_et._7265429157
"4-к. квартира, 137,9 м², 10/15 эт.",44300000,"Москва, наб. Марка Шагала, 1к1",,АН &quot;HomeLander&quot;,"АН ""HomeLander""",4763360484,4,9,48.7 м²,22.5 м²,10,15,,совмещенный,,во двор,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",дизайнерский ремонт,монолитный,2019,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.63158600,55.70073500",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1379_m_1015_et._4763360484
"6-к. квартира, 130,5 м², 4/4 эт.",72000000,"Москва, ул. Арбат, 25/36",29 апреля 19:17,ИНКОМ-Недвижимость,ИНКОМ-Недвижимость,4605035740,6,5,79.3 м²,20.3 м²,4,4,,раздельный,,во двор,косметический,,,,дизайнерский ремонт,кирпичный,,нет,нет,Ремонт,,Жк Покровский Парк,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.59476400,55.75024100",https://www.avito.ru/moskva/kvartiry/6-k._kvartira_1305_m_44_et._4605035740
"4-к. квартира, 115 м², 5/32 эт.",72000000,"ул. Летниковская, вл. 11/10",9 мая 20:23,Whitewill,Whitewill,7369662138,4,115,80 м²,25 м²,5,32,,постирочная,,"во двор, на солнечную сторону",,,,,без отделки,монолитно-кирпичный,,2,,"закрытая территория, детская площадка, спортивная площадка",подземная,ЖК «HIGH LIFE»,Корпус 3 (1 очередь),прямая продажа,,ДДУ по ФЗ 214,Сдача в 2 кв. 2025,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.64563000,55.72558000",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_115_m_532_et._7369662138
"4-к. квартира, 110 м², 9/15 эт.",110000000,"Москва, Студенческая ул., 20",,GRealty,GRealty,7350888574,4,110,,12 м²,9,15,3 м,совмещенный,,"во двор, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель","Год постройки, расположение, ремонт и",монолитный,2008,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.54998300,55.74334000",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_110_m_915_et._7350888574
"4-к. квартира, 104 м², 3/14 эт.",107000000,"Москва, ул. Советской Армии, 6",25 апреля 13:07,Kalinka Group,Kalinka Group,7276982757,4,104,,16 м²,3,14,,,лоджия,,дизайнерский,,есть,,дизайнерский ремонт,кирпичный,,2,,,есть,Виктори Парк Резиденс Жк,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.61762600,55.78657100",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_104_m_314_et._7276982757
"4-к. квартира, 128,6 м², 3/11 эт.",108600000,"Москва, ул. Серафимовича, 2",,Владис,Владис,4669910406,4,6,96.4 м²,10 м²,3,11,3.4 м,совмещенный,"балкон, лоджия","во двор, на улицу",дизайнерский,,,,дизайнерский ремонт,кирпичный,1933,1,,", на улицу
Ремонт",открытая во дворе,Виктори Парк Резиденс Жк,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.61307200,55.74445000",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1286_m_311_et._4669910406
"4-к. квартира, 80,4 м², 3/27 эт.",47552430,"ул. Пресненский Вал, стр. 4.1",7 мая 14:44,Страна Девелопмент. МСК,Страна Девелопмент. МСК,7383120675,4,4,,,3,27,,,,"ми дарят захватывающие виды на Москву..
Отделка
Квартиры сдаются без отделки или в формате Whitе bох. При отделке Whitе bох уже были выполнены все шумные и грязные работы руками наших специалистов",,,,,чистовая,монолитный,,,,от британского бюро,,ЖК «Republic»,Gold Корпус 4.1,прямая продажа,,ДДУ по ФЗ 214,Сдача в 4 кв. 2027,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.57140000,55.77301000",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_804_m_327_et._7383120675
"5-к. апартаменты, 192,1 м², 3/4 эт.",482300000,"Москва, Пречистенская наб., 7",8 мая 18:08,Бюро Эстейт,Бюро Эстейт,7282608926,5,1,111 м²,28 м²,3,4,3.6 м,совмещенный,,"во двор, на улицу, на солнечную сторону",дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",дизайнерский ремонт,монолитный,2015,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Вереск,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.60152800,55.73691400",https://www.avito.ru/moskva/kvartiry/5-k._apartamenty_1921_m_34_et._7282608926
"7-к. квартира, 427,5 м², 9/9 эт.",855000000,"Москва, Мосфильмовская ул., 1Б",5 мая 15:06,NF GROUP - ex-Knight Frank Russia,NF GROUP - ex-Knight Frank Russia,3508188947,7,5,,20 м²,9,9,,подсобные,,,требует ремонта,,,,дизайнерский ремонт,монолитный,2020,1,,"комплекса.
Высота потолка",,Жк Рублевский Квартал,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.52513600,55.71801000",https://www.avito.ru/moskva/kvartiry/7-k._kvartira_4275_m_99_et._3508188947
"5-к. квартира, 320 м², 5/6 эт.",170000000,"Москва, Верхняя Красносельская ул., 9",9 мая 15:08,YAKIMANKA 24,YAKIMANKA 24,5009804055,5,320,,50 м²,5,6,,раздельный,"балкон, лоджия",Тип комнат,дизайнерский,,"кухня, хранение одежды, спальные места",,"Удобная транспортная развязка- 5 минут до Садового кольца, 2 мин до ТТК. 3 минуты пешком до метро. Ремонт свежий, делали для себя. Богатая инфраструктура в пешей доступности- английский детский сад и школа, поликлиника, кафе, аптеки, магазины, ТЦ, МФЦ и тд.",блочный,1996,1,1,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе",Ипотека с Господдержкой 2024 Условия,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.66168000,55.78482500",https://www.avito.ru/moskva/kvartiry/5-k._kvartira_320_m_56_et._5009804055
"4-к. квартира, 270 м², 11/13 эт.",400000000,"Москва, 1-й Неопалимовский пер., 8",4 мая 11:13,BARNES Moscow,BARNES Moscow,7264859351,4,270,,15 м²,11,13,3 м,совмещенный,,во двор,дизайнерский,,есть,,в,кирпичный,2003,,,Ремонт,,Виктори Парк Резиденс Жк,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.58104700,55.74076500",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_270_m_1113_et._7264859351
"4-к. квартира, 107,4 м², 21/29 эт.",42542426,"Москва, Шелепихинская наб., 34к2",,АН &quot;SweetHome&quot;,"АН ""SweetHome""",7258840453,4,4,40.3 м²,22.3 м²,21,29,,совмещенный,,на улицу,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина","Квартира расположена в современном жилом комплексе, окруженном ухоженными дворами и благоустроенными территориями. Просторная планировка позволяет организовать пространство по своему вкусу, создавая атмосферу уединения и покоя. Качественный ремонт и использование современных материалов придают жилью особый шик и долговечность.",монолитный,,2,1,закрытая территория,подземная,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.50860700,55.76319400",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1074_m_2129_et._7258840453
"5-к. квартира, 203,5 м², 3/6 эт.",470000000,"Москва, 1-й Обыденский пер., 12с1",30 апреля 20:55,PEOPLE - агентство элитной недвижимости,PEOPLE - агентство элитной недвижимости,4291530172,5,5,,21 м²,3,6,,совмещенный,,"во двор, на улицу, на солнечную сторону",дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",дизайнерский ремонт,монолитный,2002,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.60293000,55.74325900",https://www.avito.ru/moskva/kvartiry/5-k._kvartira_2035_m_36_et._4291530172
"4-к. квартира, 124,1 м², 8/10 эт.",59430000,"Москва, ул. Климашкина, 17с2",,АН &quot;HomeLander&quot;,"АН ""HomeLander""",4571164294,4,1,42.8 м²,21.9 м²,8,10,,совмещенный,,во двор,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина","Год постройки, расположение, ремонт и",монолитный,2005,1,1,"закрытая территория, спортивная площадка",подземная,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.56812000,55.76732200",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1241_m_810_et._4571164294
"4-к. квартира, 63,7 м², 5/9 эт.",16700000,"Москва, Вешняковская ул., 13",7 мая 12:58,ИНКОМ-Недвижимость,ИНКОМ-Недвижимость,4668949171,4,7,43.4 м²,5.9 м²,5,9,,совмещенный,балкон,во двор,дизайнерский,,ю и бытовой техникой,,дизайнерский ремонт,панельный,,1,нет,Ремонт,,Жк Дельвиг,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.83097600,55.73571300",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_637_m_59_et._4668949171
"5-к. квартира, 164 м², 5/18 эт.",225000000,"Москва, 2-я Звенигородская ул., 11",7 мая 04:28,Whitewill,Whitewill,7337690618,5,164,85 м²,10 м²,5,18,,с,,во двор,дизайнерский,,есть,,с,монолитный,,3,,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Вереск,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.55421400,55.76154300",https://www.avito.ru/moskva/kvartiry/5-k._kvartira_164_m_518_et._7337690618
"4-к. квартира, 260 м², 6/7 эт.",120000000,"Москва, Минская ул., 1А",28 апреля 13:30,ЧестнокофЪ,ЧестнокофЪ,5153849066,4,260,,25 м²,6,7,3 м,совмещенный,,на улицу,косметический,,,,"По необходимости поделимся контактами надежных партнеров в направлении ремонта квартир, дизайнеров, а также поможем с квартирным переездом под ключ.",монолитный,1997,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Золотые ключи 1,,"ПОКУПКА максимально простая. Квартира без обременений. Быстрый выход на сделку. Свободная продажа. Поможем сделать выгодный трейд-ин, выкупим вашу квартиру. Прямая продажа от собственника. Подойдет под ипотеку, которую мы поможем бесплатно одобрить на выгодных условиях.",свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.49990200,55.71887700",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_260_m_67_et._5153849066
"4-к. квартира, 136 м², 13/24 эт.",74800000,"Москва, пр-т Андропова, 9/1к1",,GRealty,GRealty,7350354065,4,136,,39 м²,13,24,3 м,совмещенный,,"во двор, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель","Год постройки, расположение, ремонт и",монолитно-кирпичный,2023,2,1,", на солнечную сторону
Ремонт",,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.66742900,55.69126200",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_136_m_1324_et._7350354065
"4-к. квартира, 136,2 м², 13/24 эт.",85000000,"Москва, Ломоносовский пр-т, 29к3",25 апреля 13:07,Kalinka Group,Kalinka Group,4589480349,4,2,,20 м²,13,24,,,,,требует ремонта,,,,"Год постройки, расположение, ремонт и",кирпичный,", расположение, ремонт и ещё 12 параметров  
Расположение
Москва, Ломоносовский пр-т, 29к3
Ломоносовский проспектдо 5 мин.
Раменки11",2,,,,Виктори Парк Резиденс Жк,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.51492200,55.70447900",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1362_m_1324_et._4589480349
"4-к. квартира, 250,3 м², 4/5 эт.",180000000,"Москва, ул. Сретенка, 26/1",,Владис,Владис,4381987788,4,3,155.3 м²,29.3 м²,4,5,3.6 м,"совмещенный, раздельный",,"во двор, на улицу",дизайнерский,,есть,,дизайнерский ремонт,кирпичный,1913,1,нет,", на улицу
Ремонт",есть,Виктори Парк Резиденс Жк,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.63271800,55.77032500",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_2503_m_45_et._4381987788
"4-к. квартира, 87,8 м², 6/33 эт.",51280988,"ул. Пресненский Вал, стр. 4.2",7 мая 14:44,Страна Девелопмент. МСК,Страна Девелопмент. МСК,7383749546,4,8,,,6,33,,,,"ми дарят захватывающие виды на Москву..
Отделка
Квартиры сдаются без отделки или в формате Whitе bох. При отделке Whitе bох уже были выполнены все шумные и грязные работы руками наших специалистов",,,,,чистовая,монолитный,,,,от британского бюро,,ЖК «Republic»,Green Корпус 4.2,прямая продажа,,ДДУ по ФЗ 214,Сдача в 4 кв. 2027,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.57089000,55.77296000",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_878_m_633_et._7383749546
"4-к. квартира, 184,9 м², 7/13 эт.",530770000,"Фрунзенская наб., вл. 30, стр. 2, корп. D",,Domofond,Domofond,7361596409,4,9,69.6 м²,54 м²,7,13,,совмещенный,,"во двор, на улицу",,,,,без отделки,монолитно-кирпичный,,,,", на улицу
Отделка",,«Фрунзенская набережная»,Корпус D,прямая продажа,,ДДУ по ФЗ 214,Сдача в 3 кв. 2027,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.58557000,55.72381000",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1849_m_713_et._7361596409
"5-к. квартира, 191,5 м², 5/13 эт.",284000000,"Москва, ул. Фадеева, 4А",8 мая 18:08,Бюро Эстейт,Бюро Эстейт,7282176778,5,5,150 м²,15 м²,5,13,3.1 м,"совмещенный, раздельный",балкон,во двор,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",В квартире выполнен свежий ремонт из высококачественных материалов. Классический интерьер укомплектован изысканной мебелью. В кухне установлена современная техника. Установлены бойлеры для дополнительного источника горячей воды.,монолитный,2013,2,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Вереск,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.60160900,55.77487200",https://www.avito.ru/moskva/kvartiry/5-k._kvartira_1915_m_513_et._7282176778
"5-к. квартира, 260 м², 11/14 эт.",430000000,"Москва, 1-й Неопалимовский пер., 8",21 апреля 14:43,NF GROUP - ex-Knight Frank Russia,NF GROUP - ex-Knight Frank Russia,2227915291,5,260,,20 м²,11,14,,Выполнена,,,евро,,"и бытовая техника ведущих брендов.
Из окон открываются уникальные виды на храм Христа Спасителя, высотки, Кремль.
Высота потолка","ведущих брендов.
Из окон открываются уникальные виды на храм Христа Спасителя, высотки, Кремль.
Высота потолка",в,монолитный,2003,1,,,,Жк Вереск,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.58104700,55.74076500",https://www.avito.ru/moskva/kvartiry/5-k._kvartira_260_m_1114_et._2227915291
"4-к. квартира, 185 м², 4/17 эт.",200000000,"Москва, Мосфильмовская ул., 70к5",26 апреля 00:14,YAKIMANKA 24,YAKIMANKA 24,5009581762,4,185,,23 м²,4,17,,совмещенный,балкон,"во двор, на улицу",дизайнерский,есть,"кухня, хранение одежды, спальные места",,дизайнерский ремонт,монолитный,2006,3,1,"закрытая территория, детская площадка","подземная, за шлагбаумом во дворе",Жк Евпатория,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.50817600,55.71566200",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_185_m_417_et._5009581762
"6-к. квартира, 584 м², 5/5 эт.",1200000000,"Москва, Молочный пер., 7",2 мая 13:36,BARNES Moscow,BARNES Moscow,7264514074,6,584,,25 м²,5,5,3.5 м,совмещенный,,"во двор, на улицу",дизайнерский,,есть,,дизайнерский ремонт,монолитно-кирпичный,2006,1,,", на улицу
Ремонт",,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.60067500,55.73894600",https://www.avito.ru/moskva/kvartiry/6-k._kvartira_584_m_55_et._7264514074
"4-к. квартира, 94,4 м², 14/24 эт.",42300000,"Москва, ул. Обручева, 5А",,АН &quot;SweetHome&quot;,"АН ""SweetHome""",4699360332,4,4,37 м²,17.4 м²,14,24,,совмещенный,,во двор,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",дизайнерский ремонт,монолитный,2015,1,1,"детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.51600900,55.66184100",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_944_m_1424_et._4699360332
"4-к. квартира, 172,7 м², 6/19 эт.",101720300,"ул. Нижние Мневники, з/у 12Б",26 апреля 04:34,ДОНСТРОЙ,ДОНСТРОЙ,7224705505,4,7,53.8 м²,51.9 м²,6,19,3.4 м,совмещенный,лоджия,во двор,,,,,без отделки,монолитный,,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,ЖК «Остров»,5 корпус (Квартал 7),прямая продажа,,ДДУ по ФЗ 214,Сдача в 3 кв. 2028,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.45928000,55.74541000",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1727_m_619_et._7224705505
"5-к. квартира, 200 м², 20/22 эт.",145000000,"Москва, Живописная ул., 21с1",7 мая 01:24,PEOPLE - агентство элитной недвижимости,PEOPLE - агентство элитной недвижимости,4067531521,5,200,,20 м²,20,22,4 м,совмещенный,,"во двор, на улицу, на солнечную сторону",требует ремонта,,,,дизайнерский ремонт,монолитный,2018,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Дом Серебряный Бор,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.45302800,55.78992200",https://www.avito.ru/moskva/kvartiry/5-k._kvartira_200_m_2022_et._4067531521
"4-к. квартира, 151,2 м², 12/12 эт.",141734880,"ул. Лобачевского, корп. 3",27 апреля 15:40,ДОНСТРОЙ,ДОНСТРОЙ,7224544649,4,2,58.9 м²,25.3 м²,12,12,3.7 м,"совмещенный, раздельный",лоджия,во двор,,,,"и сантехника. В наличии имеются пентхаусы с террасами и каминами.

В непосредственной близости от дома предусмотрены школы, детские сады, магазины, фитнес-центры, кафе и рестораны, медицинские центры - все, что необходимо для жизни.

Закрытый двор без машин обеспечен круглосуточной охраной и системами контроля доступа. Двор создан как ландшафтное продолжение окружающих природных парков и зонирован для различных видов отдыха, детских игр, занятий спортом.
Работает шоурум.

Позвоните и запишитесь на показ квартиры.
О застройщике
Группа компаний",без отделки,монолитный,,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,ЖК «Река»,Корпус 3,прямая продажа,,ДДУ по ФЗ 214,Сдача в 4 кв. 2026,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.48061000,55.69222000",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1512_m_1212_et._7224544649
"4-к. квартира, 120,7 м², 15/19 эт.",56190200,"Москва, Шелепихинская наб., 42к1",,АН &quot;HomeLander&quot;,"АН ""HomeLander""",4762873511,4,7,52.7 м²,19.7 м²,15,19,,совмещенный,,во двор,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",дизайнерский ремонт,монолитный,2021,2,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.49853700,55.76744800",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1207_m_1519_et._4762873511
"4-к. квартира, 75,6 м², 3/12 эт.",24900000,"Москва, Строгинский б-р, 14к3",29 апреля 19:17,ИНКОМ-Недвижимость,ИНКОМ-Недвижимость,4605320246,4,6,52.8 м²,8.7 м²,3,12,,раздельный,лоджия,"во двор, на улицу",косметический,,,,дизайнерский ремонт,панельный,,1,1,", на улицу
Ремонт",,Жк Дельвиг,,возможна ипотека,альтернативная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.39913800,55.80337300",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_756_m_312_et._4605320246
"4-к. квартира, 286,5 м², 5/8 эт.",1097580000,"Москва, ул. Пречистенка, 15",26 апреля 16:30,Whitewill,Whitewill,4394445780,4,5,115 м²,40 м²,5,8,"3,8",,", кухня-столовая, мастер-спальня с собственной гардеробной и ванной, 2 спальни, 3 санузла, гардеробная, постирочная, холл. Благодаря большому количеству окон пространство наполнено светом, открываются панорамные виды на улицу Пречистенка, Лопухинский переулок и во внутренний двор.
О доме
Тип дома","во двор, на улицу, на солнечную сторону",дизайнерский,,,,в,монолитно-кирпичный,,2,,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Евпатория,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.59560000,55.74226500",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_2865_m_58_et._4394445780
"4-к. квартира, 71,3 м², 8/14 эт.",35650000,"Москва, жилой комплекс Верейская 41, 3.2",28 апреля 13:29,ЧестнокофЪ,ЧестнокофЪ,7233448402,4,3,,4.1 м²,8,14,2.9 м,совмещенный,,на улицу,"а квартир, дизайнеров, а также поможем с квартирным переездом под ключ.
Всем ищущим",,,,чистовая,монолитно-кирпичный,,2,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Верейская 41,Корпус 3.2,"ПОКУПКА максимально простая. Квартира без обременений. Быстрый выход на сделку. Свободная продажа. Поможем сделать выгодный трейд-ин, выкупим вашу квартиру. Прямая продажа от собственника. Подойдет под ипотеку, которую мы поможем бесплатно одобрить на выгодных условиях.",переуступка,ДДУ по ФЗ 214,Сдача в 3 кв. 2025,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.42940000,55.71154000",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_713_m_814_et._7233448402
"4-к. квартира, 141 м², 6/7 эт.",169200000,"Москва, 2-я Черногрязская ул., 6к1",,GRealty,GRealty,7350290300,4,141,,17 м²,6,7,3 м,совмещенный,,"во двор, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",лобби,монолитный,2017,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,RеdSide,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.54715300,55.76124900",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_141_m_67_et._7350290300
"5-к. квартира, 110,4 м², 4/17 эт.",34999900,"Москва, Ангарская ул., 22к1",,Владис,Владис,7261832665,5,4,78.5 м²,10.4 м²,4,17,2.6 м,совмещенный,"балкон, лоджия",во двор,евро,,,,дизайнерский ремонт,монолитный,1998,1,1,Ремонт,открытая во дворе,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.51794900,55.87602600",https://www.avito.ru/moskva/kvartiry/5-k._kvartira_1104_m_417_et._7261832665
"4-к. квартира, 195,3 м², 3/18 эт.",77500000,"Москва, ул. Архитектора Власова, 6",10 мая 15:36,Kalinka Group,Kalinka Group,4589004364,4,3,,23 м²,3,18,,,,,требует ремонта,,,,дизайнерский ремонт,кирпичный,,,,,,Виктори Парк Резиденс Жк,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.55033300,55.67961000",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1953_m_318_et._4589004364
